alumni_id,roll_number,name,department,batch_year,graduation_year,current_company,current_designation,years_of_experience,total_companies_worked,location,current_salary,career_domain,specialization,total_skills,linkedin_connections,github_contributions,is_mentor,mentees_count,mentor_rating,workshops_conducted,talks_given,publications,patents,open_source_contributions,career_growth_rate,job_satisfaction,willing_to_relocate,preferred_mentee_department,preferred_mentee_skills,availability_hours_per_month,response_time_hours,success_score
496,1803171,Shalini Patel,MEC,2018,2022,Cummins,Senior Engineer,4,2,Hyderabad,2156824,Automotive,Powertrain,17,559,18,0,0,0.0,0,0,0,0,1,84,9,0,MEC|IT,SolidWorks|CATIA|ANSYS,10,0,85
497,1804172,Lavanya Krishnan,ECE,2018,2022,AMD,Software Engineer,4,2,Pune,1868338,IC Design,Analog,15,323,23,1,2,4.1,3,1,0,0,0,81,9,1,ECE|IT,C|Verilog|VLSI|Embedded,4,14,86
498,1804173,Lakshmi Krishna,ECE,2018,2022,Renesas,Engineer,4,2,Gurugram,1968502,Hardware Design,VLSI,20,411,34,1,3,4.5,0,0,0,0,2,87,10,0,ECE|IT,C|Verilog|VLSI|Embedded,7,20,95
499,1802174,Harini Rajan,EEE,2018,2022,GE,Senior Engineer,4,1,Gurugram,1608808,Control Systems,Industrial,12,344,13,1,3,4.4,0,3,0,0,3,66,10,0,EEE|CIC,MATLAB|Power Systems|PLC,12,10,85
500,1842175,Anjali Gupta,CSM,2018,2022,IBM Research,Engineer,4,2,Noida,2253236,AI,NLP,25,502,86,1,1,4.3,2,1,2,0,3,90,7,1,CSM|CIV,Python|ML|TensorFlow|PyTorch,8,14,83
501,1805176,Rahul Mohan,CSE,2018,2022,Nutanix,Engineer,4,2,Bangalore,1800487,Software Engineering,Full Stack,14,461,106,1,1,4.6,3,3,0,0,5,69,6,1,CSE|IT,Python|Java|React|AWS,7,20,89
502,1802177,Kishore Rao,EEE,2018,2022,Rockwell,Senior Engineer,4,2,Chennai,2355896,Power Systems,Grid,16,519,94,0,0,0.0,0,0,0,0,1,83,7,0,EEE|CSM,MATLAB|Power Systems|PLC,3,0,99
503,1802178,Arun Rao,EEE,2018,2022,Tesla,Senior Engineer,4,2,Gurugram,1815122,Power Systems,Grid,17,923,77,1,1,5.0,3,3,0,0,1,90,6,1,EEE|ECE,MATLAB|Power Systems|PLC,4,16,90
504,1805179,Lakshmi Ramani,CSE,2018,2022,Swiggy,Software Engineer,4,2,Noida,1975404,DevOps,CI/CD,18,892,258,0,0,0.0,0,0,0,0,9,67,8,0,CSE|CSE,Python|Java|React|AWS,7,0,98
505,1805180,Lakshmi Menon,CSE,2018,2022,Oracle,Software Engineer,4,2,Hyderabad,1972513,Data Engineering,BigData,22,598,135,1,1,4.3,4,0,0,0,1,68,6,1,CSE|IT,Python|Java|React|AWS,7,8,95
506,1812181,Naresh Shetty,IT,2018,2022,Accenture,Engineer,4,1,Noida,2342200,Cloud Engineering,Azure,17,821,286,0,0,0.0,0,0,0,1,3,73,9,0,IT|IT,Python|Kubernetes|Docker|AWS,8,0,95
507,1854182,Archana Murthy,AID,2018,2022,Microsoft,Engineer,4,1,Hyderabad,1874842,Data Science,ML Engineering,12,900,289,0,0,0.0,0,0,1,0,1,84,7,0,AID|CSM,Python|Data Science|SQL|ML,4,0,85
508,1801183,Madhavi Krishnan,CIV,2018,2022,Arup,Senior Engineer,4,2,Pune,1692065,Structural Design,Buildings,25,897,21,1,3,4.3,0,3,0,0,3,65,8,1,CIV|IT,AutoCAD|Staad Pro|Revit,10,14,86
509,1847184,Venkat Krishna,CIC,2018,2022,CrowdStrike,Engineer,4,2,Pune,1855173,Blockchain,Smart Contracts,20,879,8,1,3,4.9,3,3,0,0,0,67,7,1,CIC|AID,Python|Security|Blockchain,5,14,91
510,1804185,Renuka Gopal,ECE,2018,2022,Samsung,Senior Engineer,4,2,Hyderabad,2153552,IC Design,Analog,22,997,37,0,0,0.0,0,0,0,0,2,66,7,1,ECE|EEE,C|Verilog|VLSI|Embedded,3,0,96
511,1805186,Deepak Reddy,CSE,2018,2022,Zoho,Software Engineer,4,1,Pune,1621396,DevOps,CI/CD,12,556,284,0,0,0.0,0,0,0,0,4,65,6,1,CSE|AIML,Python|Java|React|AWS,0,0,83
512,1812187,Ganesh Gopal,IT,2018,2022,LTI,Engineer,4,2,Noida,2081534,Cloud Engineering,Azure,20,981,151,1,3,5.0,4,3,0,0,7,73,7,1,IT|AID,Python|Kubernetes|Docker|AWS,0,10,97
513,1849188,Akshara Menon,CSO,2018,2022,Emerson,Software Engineer,4,2,Noida,1975794,Edge Computing,IoT,20,940,24,0,0,0.0,0,0,0,0,0,95,6,1,CSO|MEC,Python|IoT|Sensors|Edge,7,0,86
514,1801189,Naresh Pillai,CIV,2018,2022,Bechtel,Software Engineer,4,2,Delhi,1674027,Construction,Project Management,22,324,20,1,1,4.6,4,2,0,0,3,76,6,1,CIV|EEE,AutoCAD|Staad Pro|Revit,5,24,98
515,1861190,Karthik Murthy,AIML,2018,2022,Waymo,Engineer,4,1,Pune,1713944,AI,Deep Learning,24,849,105,1,1,4.2,2,2,0,0,1,91,6,1,AIML|IT,Python|Deep Learning|PyTorch,5,20,84
516,1812191,Mahesh Desai,IT,2018,2022,Tech Mahindra,Engineer,4,2,Bangalore,2342056,DevOps,Kubernetes,23,597,58,1,4,4.2,3,3,0,1,13,84,9,1,IT|IT,Python|Kubernetes|Docker|AWS,6,8,95
517,1801192,Anand Pillai,CIV,2018,2022,Gammon India,Software Engineer,4,2,Hyderabad,2296990,Infrastructure,Roads,25,444,50,0,0,0.0,0,0,0,0,0,77,9,0,CIV|CSE,AutoCAD|Staad Pro|Revit,8,0,98
518,1803193,Mahesh Rao,MEC,2018,2022,Honeywell,Senior Engineer,4,1,Mumbai,1878421,Manufacturing,CAD/CAM,16,679,50,1,2,4.7,1,3,0,0,1,86,8,0,MEC|CIV,SolidWorks|CATIA|ANSYS,3,12,90
519,1842194,Rekha Nair,CSM,2018,2022,Amazon,Engineer,4,2,Gurugram,2370553,AI,Computer Vision,21,579,118,1,4,4.0,3,0,1,0,1,89,10,1,CSM|IT,Python|ML|TensorFlow|PyTorch,7,24,89
520,1804195,Harini Srinivas,ECE,2018,2022,Texas Instruments,Software Engineer,4,2,Gurugram,2260011,Wireless,5G,23,959,55,1,2,4.1,1,1,0,0,2,69,7,1,ECE|AID,C|Verilog|VLSI|Embedded,3,14,97
521,1849196,Shweta Gupta,CSO,2018,2022,ABB,Senior Engineer,4,2,Pune,2224858,Edge Computing,IoT,21,907,2,1,4,4.6,1,0,0,0,1,74,6,0,CSO|CSE,Python|IoT|Sensors|Edge,4,16,84
522,1802197,Suresh Varma,EEE,2018,2022,GE,Senior Engineer,4,2,Pune,2190666,Power Systems,Grid,12,746,84,1,1,4.4,1,0,0,0,2,90,10,1,EEE|ECE,MATLAB|Power Systems|PLC,5,16,97
523,1802198,Rahul Patel,EEE,2018,2022,Crompton,Senior Engineer,4,1,Mumbai,2179789,Renewable,Solar,18,727,55,1,2,4.3,1,1,0,0,2,94,8,1,EEE|MEC,MATLAB|Power Systems|PLC,6,14,85
524,1847199,Harini Desai,CIC,2018,2022,McAfee,Senior Engineer,4,1,Delhi,2071169,Cyber Security,Threat Intelligence,19,500,52,0,0,0.0,0,0,0,0,3,92,9,0,CIC|CIV,Python|Security|Blockchain,12,0,86
525,1854200,Keerthi Rajan,AID,2018,2022,Microsoft,Senior Engineer,4,1,Delhi,1972443,Data Science,ML Engineering,16,353,154,1,2,4.2,2,3,2,0,3,82,8,0,AID|IT,Python|Data Science|SQL|ML,8,10,89
526,1842201,Anu Iyer,CSM,2018,2022,IBM Research,Software Engineer,4,1,Gurugram,1817902,AI Research,Machine Learning,22,552,204,1,3,4.2,2,3,2,0,2,86,9,0,CSM|MEC,Python|ML|TensorFlow|PyTorch,10,14,90
527,1804202,Prakash Mohan,ECE,2018,2022,Intel,Software Engineer,4,1,Chennai,1610333,Wireless,5G,17,1000,77,1,2,4.2,4,1,0,0,0,89,6,1,ECE|CSM,C|Verilog|VLSI|Embedded,12,8,84
528,1847203,Sowmya Subramanian,CIC,2018,2022,Check Point,Senior Engineer,4,2,Gurugram,1653674,Cyber Security,Threat Intelligence,23,964,55,1,4,4.7,2,3,0,0,0,94,7,0,CIC|EEE,Python|Security|Blockchain,12,12,85
529,1803204,Mythili Iyer,MEC,2018,2022,Honda,Engineer,4,1,Gurugram,2311354,Automotive,Powertrain,19,988,73,0,0,0.0,0,0,0,0,2,89,7,1,MEC|AIML,SolidWorks|CATIA|ANSYS,4,0,85
530,1861205,Priya Sundaram,AIML,2018,2022,Google,Senior Engineer,4,1,Bangalore,1933287,AI,NLP,18,305,242,0,0,0.0,0,0,2,0,0,77,6,1,AIML|CIC,Python|Deep Learning|PyTorch,0,0,88
531,1804206,Lavanya Pillai,ECE,2018,2022,ST Microelectronics,Senior Engineer,4,2,Hyderabad,2373805,Wireless,5G,18,537,6,1,4,4.3,3,0,0,0,1,77,8,0,ECE|EEE,C|Verilog|VLSI|Embedded,8,18,94
532,1805207,Anjali Bhat,CSE,2018,2022,Infosys,Engineer,4,2,Hyderabad,1617618,Data Engineering,BigData,25,410,74,1,5,4.6,1,2,0,0,7,74,6,0,CSE|EEE,Python|Java|React|AWS,12,14,91
533,1812208,Kishore Iyer,IT,2018,2022,Accenture,Software Engineer,4,1,Chennai,2021783,Cloud Engineering,Azure,13,821,300,1,2,4.7,2,3,0,0,4,72,7,0,IT|AIML,Python|Kubernetes|Docker|AWS,3,14,84
534,1842209,Kishore Gopal,CSM,2018,2022,Uber,Engineer,4,2,Delhi,1919922,AI,Computer Vision,22,872,77,1,4,4.3,2,1,0,0,3,82,7,1,CSM|CSE,Python|ML|TensorFlow|PyTorch,12,8,87
535,1804210,Arun Menon,ECE,2018,2022,Infineon,Senior Engineer,4,2,Noida,1874432,Wireless,5G,24,499,24,1,3,5.0,0,0,0,0,1,90,6,1,ECE|CSE,C|Verilog|VLSI|Embedded,5,10,88
536,1842211,Vivek Prasad,CSM,2018,2022,DeepMind,Engineer,4,1,Delhi,2342255,AI,NLP,18,705,56,1,5,4.6,4,0,0,0,3,76,6,0,CSM|CIC,Python|ML|TensorFlow|PyTorch,10,10,82
537,1804212,Arun Patel,ECE,2018,2022,AMD,Software Engineer,4,2,Gurugram,1863841,Wireless,5G,19,516,40,0,0,0.0,0,0,0,0,3,65,9,0,ECE|CIV,C|Verilog|VLSI|Embedded,5,0,88
538,1861213,Rekha Reddy,AIML,2018,2022,Cruise,Engineer,4,2,Noida,1820703,Research,Neural Networks,25,621,199,1,4,4.1,2,1,0,0,1,68,8,1,AIML|CSO,Python|Deep Learning|PyTorch,0,12,86
539,1861214,Srikanth Rajan,AIML,2018,2022,Waymo,Software Engineer,4,1,Mumbai,2191799,ML Engineering,MLOps,17,449,255,1,4,4.3,0,3,0,1,1,79,9,1,AIML|AIML,Python|Deep Learning|PyTorch,8,16,93
540,1842215,Harini Mohan,CSM,2018,2022,Microsoft Research,Engineer,4,2,Bangalore,2229328,AI,Computer Vision,14,975,168,1,3,4.5,4,1,0,1,3,92,7,1,CSM|AIML,Python|ML|TensorFlow|PyTorch,4,12,84
541,1842216,Harini Krishna,CSM,2018,2022,DeepMind,Senior Engineer,4,1,Pune,2242893,AI Research,Machine Learning,23,363,164,0,0,0.0,0,0,1,0,0,82,8,1,CSM|CSM,Python|ML|TensorFlow|PyTorch,0,0,88
542,1805217,Mythili Pillai,CSE,2018,2022,Qualcomm,Software Engineer,4,2,Bangalore,1621959,Software Engineering,Backend,20,838,282,0,0,0.0,0,0,0,0,5,81,9,0,CSE|MEC,Python|Java|React|AWS,0,0,88
543,1802218,Mahesh Swamy,EEE,2018,2022,Honeywell,Engineer,4,2,Chennai,1906387,Power Systems,Grid,25,580,71,1,5,4.4,3,1,0,0,1,73,8,1,EEE|AID,MATLAB|Power Systems|PLC,5,20,99
544,1861219,Madhavi Krishna,AIML,2018,2022,Meta,Software Engineer,4,2,Bangalore,2197595,AI,Deep Learning,15,724,152,1,1,4.1,0,2,2,0,2,79,7,1,AIML|CIV,Python|Deep Learning|PyTorch,5,12,97
545,1842220,Akshara Gupta,CSM,2018,2022,Amazon,Senior Engineer,4,1,Hyderabad,2152518,AI,NLP,20,741,159,0,0,0.0,0,0,2,0,1,73,10,1,CSM|AIML,Python|ML|TensorFlow|PyTorch,3,0,83
546,1812221,Vivek Gopal,IT,2018,2022,Cognizant,Engineer,4,2,Delhi,2118174,System Administration,Linux,21,771,66,1,5,4.6,1,1,0,0,0,93,7,0,IT|CIV,Python|Kubernetes|Docker|AWS,0,24,99
547,1803222,Divya Desai,MEC,2018,2022,GE,Engineer,4,2,Noida,2119998,Robotics,Industrial,12,477,32,1,5,4.0,0,0,0,0,2,77,7,1,MEC|CSO,SolidWorks|CATIA|ANSYS,3,16,84
548,1803223,Keerthi Patel,MEC,2018,2022,Caterpillar,Senior Engineer,4,1,Chennai,2248727,Manufacturing,CAD/CAM,20,820,96,0,0,0.0,0,0,0,0,3,71,7,1,MEC|CSM,SolidWorks|CATIA|ANSYS,6,0,97
549,1854224,Ravi Iyer,AID,2018,2022,Meta,Software Engineer,4,2,Noida,2312419,Data Science,ML Engineering,23,484,185,1,3,4.3,2,0,2,1,1,85,10,0,AID|EEE,Python|Data Science|SQL|ML,5,10,95
550,1861225,Pooja Iyer,AIML,2018,2022,Anthropic,Senior Engineer,4,1,Pune,1828228,AI,Deep Learning,20,822,271,0,0,0.0,0,0,1,0,1,93,9,1,AIML|IT,Python|Deep Learning|PyTorch,3,0,90
551,1942001,Vivek Krishna,CSM,2019,2023,Amazon,Software Engineer,3,1,Mumbai,1866922,AI Research,Machine Learning,21,478,202,0,0,0.0,0,0,2,0,3,72,10,0,CSM|CSM,Python|ML|TensorFlow|PyTorch,4,0,95
552,1947002,Ajay Varma,CIC,2019,2023,Qualys,Engineer,3,1,Noida,2328267,Blockchain,Smart Contracts,18,205,71,1,5,4.6,2,2,0,0,3,90,10,1,CIC|IT,Python|Security|Blockchain,7,14,87
553,1949003,Rahul Rajan,CSO,2019,2023,Rockwell,Senior Engineer,3,1,Bangalore,2154435,Embedded IoT,Sensors,15,463,35,1,5,4.3,3,3,0,0,2,90,6,1,CSO|IT,Python|IoT|Sensors|Edge,8,10,94
554,1942004,Ramesh Patel,CSM,2019,2023,OpenAI,Software Engineer,3,1,Gurugram,1796899,Data Science,ML,12,282,93,0,0,0.0,0,0,2,0,2,91,10,0,CSM|MEC,Python|ML|TensorFlow|PyTorch,5,0,83
555,1905005,Akshara Gopal,CSE,2019,2023,Nutanix,Software Engineer,3,1,Gurugram,1712033,Software Engineering,Full Stack,25,585,111,1,3,4.7,2,1,0,0,1,69,10,1,CSE|CIC,Python|Java|React|AWS,0,18,84
556,1904006,Suresh Iyer,ECE,2019,2023,ON Semi,Senior Engineer,3,1,Mumbai,1807631,Embedded,IoT,12,466,2,1,1,4.5,3,3,0,0,3,94,9,1,ECE|ECE,C|Verilog|VLSI|Embedded,5,24,91
557,1904007,Ramesh Rajan,ECE,2019,2023,Skyworks,Senior Engineer,3,1,Gurugram,2097030,IC Design,Analog,13,514,69,0,0,0.0,0,0,0,0,1,83,10,1,ECE|IT,C|Verilog|VLSI|Embedded,6,0,83
558,1961008,Anjali Krishna,AIML,2019,2023,Tesla,Software Engineer,3,1,Noida,1636472,AI,NLP,21,252,86,0,0,0.0,0,0,2,0,2,93,6,1,AIML|ECE,Python|Deep Learning|PyTorch,10,0,83
559,1942009,Amit Patel,CSM,2019,2023,Nvidia,Engineer,3,1,Hyderabad,1632679,AI Research,Machine Learning,18,472,137,1,5,4.3,3,1,2,0,3,83,9,1,CSM|MEC,Python|ML|TensorFlow|PyTorch,7,20,98
560,1961010,Anu Verma,AIML,2019,2023,Amazon,Engineer,3,1,Noida,2095330,Research,Neural Networks,14,343,51,1,1,4.3,4,0,1,0,1,95,9,1,AIML|CSM,Python|Deep Learning|PyTorch,8,12,88
561,1904011,Vasudha Singh,ECE,2019,2023,Broadcom,Senior Engineer,3,1,Bangalore,2182194,Wireless,5G,20,545,100,0,0,0.0,0,0,0,0,0,72,6,1,ECE|MEC,C|Verilog|VLSI|Embedded,6,0,87
562,1947012,Pooja Kumar,CIC,2019,2023,Sophos,Engineer,3,1,Mumbai,1804660,Blockchain,Smart Contracts,15,590,84,1,4,4.3,2,3,0,0,3,88,8,1,CIC|AIML,Python|Security|Blockchain,12,12,94
563,1947013,Harish Swamy,CIC,2019,2023,IBM Security,Engineer,3,1,Pune,2205370,Blockchain,Smart Contracts,14,262,6,1,5,4.7,3,1,0,0,2,76,10,0,CIC|AID,Python|Security|Blockchain,12,20,92
564,1949014,Bhavana Nair,CSO,2019,2023,Cisco,Engineer,3,1,Pune,2001413,IoT,Smart Cities,20,341,100,1,3,4.5,2,2,0,0,2,85,8,0,CSO|EEE,Python|IoT|Sensors|Edge,12,14,82
565,1905015,Ashok Kumar,CSE,2019,2023,SAP,Senior Engineer,3,1,Chennai,1780376,Cloud Engineering,AWS,23,228,169,1,3,4.5,1,2,0,0,2,92,8,0,CSE|AIML,Python|Java|React|AWS,5,8,83
566,1902016,Archana Gupta,EEE,2019,2023,Alstom,Software Engineer,3,1,Delhi,1837408,Renewable,Solar,16,303,30,1,5,4.2,4,2,0,0,3,86,10,0,EEE|MEC,MATLAB|Power Systems|PLC,5,14,94
567,1942017,Harini Gopal,CSM,2019,2023,Apple,Software Engineer,3,1,Noida,1645367,AI,NLP,21,581,115,0,0,0.0,0,0,1,0,0,87,9,1,CSM|CSO,Python|ML|TensorFlow|PyTorch,12,0,98
568,1912018,Anand Nair,IT,2019,2023,HashiCorp,Senior Engineer,3,1,Delhi,2178914,Cloud Engineering,Azure,21,326,187,0,0,0.0,0,0,0,0,13,71,9,0,IT|CIC,Python|Kubernetes|Docker|AWS,3,0,86
569,1947019,Amit Kumar,CIC,2019,2023,Check Point,Engineer,3,1,Delhi,1819435,Cyber Security,Threat Intelligence,22,242,82,1,2,4.1,2,3,0,0,3,86,7,0,CIC|IT,Python|Security|Blockchain,4,16,99
570,1942020,Karthik Murthy,CSM,2019,2023,IBM Research,Senior Engineer,3,1,Bangalore,1966619,AI,Computer Vision,20,548,69,1,3,4.9,1,2,2,0,0,84,6,0,CSM|ECE,Python|ML|TensorFlow|PyTorch,6,10,99
571,1905021,Naresh Prasad,CSE,2019,2023,PhonePe,Software Engineer,3,1,Gurugram,2067215,Software Engineering,Full Stack,19,347,121,1,3,4.6,3,0,0,0,7,82,6,1,CSE|EEE,Python|Java|React|AWS,5,20,87
572,1901022,Padma Murthy,CIV,2019,2023,KBR,Engineer,3,1,Bangalore,2389652,Structural Design,Buildings,18,534,71,0,0,0.0,0,0,0,0,3,88,9,1,CIV|MEC,AutoCAD|Staad Pro|Revit,8,0,99
573,1954023,Harini Singh,AID,2019,2023,Spotify,Software Engineer,3,1,Chennai,2035655,Data Science,Analytics,25,527,236,0,0,0.0,0,0,1,0,3,79,8,0,AID|CSE,Python|Data Science|SQL|ML,3,0,88
574,1901024,Shalini Menon,CIV,2019,2023,KBR,Engineer,3,1,Hyderabad,2142743,Structural Design,Buildings,21,479,97,1,2,4.6,2,1,0,0,1,94,6,1,CIV|AID,AutoCAD|Staad Pro|Revit,6,10,82
575,1905025,Padma Kumar,CSE,2019,2023,SAP,Software Engineer,3,1,Delhi,1629042,Cloud Engineering,AWS,19,520,240,0,0,0.0,0,0,0,0,8,69,6,1,CSE|CIV,Python|Java|React|AWS,7,0,85
576,1904026,Padma Singh,ECE,2019,2023,Qualcomm,Senior Engineer,3,1,Pune,1917825,Wireless,5G,22,462,46,1,5,5.0,3,3,0,0,1,70,10,0,ECE|ECE,C|Verilog|VLSI|Embedded,8,10,96
577,1902027,Gopal Reddy,EEE,2019,2023,L&T,Software Engineer,3,1,Gurugram,2248712,Power Systems,Grid,21,333,48,1,3,4.9,4,3,0,0,2,92,10,0,EEE|CSO,MATLAB|Power Systems|PLC,10,10,88
578,1947028,Harini Murthy,CIC,2019,2023,Fortinet,Senior Engineer,3,1,Gurugram,1606461,Blockchain,Smart Contracts,21,405,46,1,4,4.0,0,3,0,0,0,95,9,0,CIC|CIV,Python|Security|Blockchain,4,8,95
579,1904029,Srikanth Krishnan,ECE,2019,2023,ST Microelectronics,Senior Engineer,3,1,Hyderabad,1689366,Hardware Design,VLSI,17,319,80,1,1,5.0,4,1,0,0,2,65,8,1,ECE|AID,C|Verilog|VLSI|Embedded,5,18,98
580,1954030,Shweta Naidu,AID,2019,2023,Tiger Analytics,Software Engineer,3,1,Pune,1682153,Data Science,ML Engineering,17,532,127,0,0,0.0,0,0,0,0,3,83,7,0,AID|CIC,Python|Data Science|SQL|ML,5,0,83
581,1901031,Saranya Nair,CIV,2019,2023,NBCC,Senior Engineer,3,1,Noida,2145505,Infrastructure,Roads,13,535,31,1,4,4.8,0,0,0,0,3,84,8,0,CIV|CSM,AutoCAD|Staad Pro|Revit,7,20,99
582,1947032,Sneha Krishnan,CIC,2019,2023,McAfee,Software Engineer,3,1,Delhi,1755345,Blockchain,Smart Contracts,18,308,84,1,4,4.2,2,1,0,0,1,82,7,1,CIC|EEE,Python|Security|Blockchain,7,20,87
583,1954033,Kishore Mohan,AID,2019,2023,Twitter,Senior Engineer,3,1,Gurugram,2327869,Data Science,ML Engineering,15,313,285,0,0,0.0,0,0,1,0,2,84,10,1,AID|MEC,Python|Data Science|SQL|ML,5,0,83
584,1961034,Ganesh Reddy,AIML,2019,2023,Microsoft,Software Engineer,3,1,Delhi,2170121,AI,NLP,18,444,190,1,5,4.3,3,0,0,0,2,75,8,1,AIML|IT,Python|Deep Learning|PyTorch,0,8,96
585,1902035,Priya Pillai,EEE,2019,2023,SolarEdge,Software Engineer,3,1,Bangalore,2023951,Renewable,Solar,12,559,37,0,0,0.0,0,0,0,0,3,81,9,0,EEE|ECE,MATLAB|Power Systems|PLC,5,0,89
586,1903036,Manoj Singh,MEC,2019,2023,Eicher,Engineer,3,1,Pune,2193245,Aerospace,Design,19,468,42,0,0,0.0,0,0,0,0,2,88,10,0,MEC|IT,SolidWorks|CATIA|ANSYS,4,0,97
587,1912037,Naveen Krishnan,IT,2019,2023,TCS,Engineer,3,1,Mumbai,2172575,Cloud Engineering,Azure,16,465,92,0,0,0.0,0,0,0,1,6,72,10,1,IT|IT,Python|Kubernetes|Docker|AWS,4,0,91
588,1949038,Mythili Sharma,CSO,2019,2023,GE,Engineer,3,1,Mumbai,2305568,IoT,Smart Cities,23,424,79,1,4,4.4,2,0,0,0,1,85,10,1,CSO|CIV,Python|IoT|Sensors|Edge,8,20,99
589,1947039,Harini Rao,CIC,2019,2023,Qualys,Software Engineer,3,1,Gurugram,2114064,Blockchain,Smart Contracts,16,508,46,1,2,4.3,4,1,0,0,3,70,8,1,CIC|MEC,Python|Security|Blockchain,0,8,83
590,1954040,Shweta Pillai,AID,2019,2023,Twitter,Engineer,3,1,Noida,1750126,Data Science,Analytics,13,343,159,0,0,0.0,0,0,2,0,1,87,6,0,AID|CIV,Python|Data Science|SQL|ML,10,0,84
591,1954041,Santosh Rajan,AID,2019,2023,Mu Sigma,Software Engineer,3,1,Gurugram,2228337,Data Science,Analytics,14,582,176,0,0,0.0,0,0,1,0,1,76,10,1,AID|AID,Python|Data Science|SQL|ML,12,0,91
592,1954042,Shalini Patel,AID,2019,2023,Tiger Analytics,Engineer,3,1,Hyderabad,1762585,Data Science,ML Engineering,24,211,188,1,1,4.2,0,3,2,0,2,65,7,1,AID|IT,Python|Data Science|SQL|ML,0,20,92
593,1949043,Gopal Singh,CSO,2019,2023,Siemens,Software Engineer,3,1,Mumbai,1850363,IoT,Smart Cities,19,338,81,1,4,4.7,0,2,0,0,0,76,7,1,CSO|CIC,Python|IoT|Sensors|Edge,10,10,98
594,1901044,Sanjay Sundaram,CIV,2019,2023,KBR,Software Engineer,3,1,Bangalore,1652067,Structural Design,Buildings,14,549,0,0,0,0.0,0,0,0,0,0,84,7,0,CIV|ECE,AutoCAD|Staad Pro|Revit,7,0,92
595,1901045,Akshara Krishna,CIV,2019,2023,Tata Projects,Software Engineer,3,1,Mumbai,1720372,Structural Design,Buildings,13,560,22,1,5,4.7,3,3,0,0,1,95,6,1,CIV|AIML,AutoCAD|Staad Pro|Revit,8,12,89
596,1961046,Ramesh Singh,AIML,2019,2023,Nvidia,Software Engineer,3,1,Noida,1798626,AI,NLP,20,518,265,1,1,4.7,1,3,0,0,1,83,9,0,AIML|CIV,Python|Deep Learning|PyTorch,12,16,89
597,1949047,Kishore Murthy,CSO,2019,2023,Honeywell,Senior Engineer,3,1,Pune,2269649,IoT,Industrial,14,272,79,0,0,0.0,0,0,0,0,0,73,10,1,CSO|IT,Python|IoT|Sensors|Edge,3,0,96
598,1902048,Prasad Menon,EEE,2019,2023,Schneider Electric,Senior Engineer,3,1,Bangalore,1908447,Renewable,Solar,17,516,12,1,3,4.3,1,2,0,0,3,80,6,1,EEE|MEC,MATLAB|Power Systems|PLC,6,14,82
599,1954049,Vinay Sundaram,AID,2019,2023,Airbnb,Software Engineer,3,1,Noida,1666534,Data Science,ML Engineering,20,408,203,0,0,0.0,0,0,1,0,1,83,8,0,AID|CSO,Python|Data Science|SQL|ML,3,0,87
600,1942050,Mythili Sundaram,CSM,2019,2023,Apple,Senior Engineer,3,1,Hyderabad,2082795,Data Science,ML,14,258,203,1,4,4.5,1,3,0,0,3,84,8,0,CSM|CIC,Python|ML|TensorFlow|PyTorch,4,12,82
601,1949051,Krishna Reddy,CSO,2019,2023,Siemens,Senior Engineer,3,1,Chennai,1903362,Embedded IoT,Sensors,18,475,63,1,4,4.7,4,3,0,0,3,79,9,1,CSO|EEE,Python|IoT|Sensors|Edge,8,16,84
602,1903052,Lakshmi Krishnan,MEC,2019,2023,Eicher,Software Engineer,3,1,Gurugram,2117410,Manufacturing,CAD/CAM,16,556,100,1,3,4.4,0,0,0,0,3,92,7,0,MEC|MEC,SolidWorks|CATIA|ANSYS,3,16,95
603,1961053,Meena Krishna,AIML,2019,2023,Waymo,Engineer,3,1,Noida,1921273,Research,Neural Networks,20,393,277,0,0,0.0,0,0,1,0,2,79,8,0,AIML|ECE,Python|Deep Learning|PyTorch,8,0,99
604,1904054,Santosh Varma,ECE,2019,2023,Renesas,Engineer,3,1,Hyderabad,2017653,Wireless,5G,19,375,24,1,5,4.5,4,3,0,1,0,82,9,0,ECE|ECE,C|Verilog|VLSI|Embedded,0,10,93
605,1954055,Sanjay Shetty,AID,2019,2023,Gramener,Senior Engineer,3,1,Gurugram,1630738,Data Science,Analytics,24,215,74,1,4,4.9,0,3,2,0,2,74,7,0,AID|IT,Python|Data Science|SQL|ML,5,8,84
606,1949056,Madhavi Rao,CSO,2019,2023,LG Soft,Engineer,3,1,Pune,1909880,Edge Computing,IoT,25,273,44,1,5,4.4,1,0,0,0,0,73,6,0,CSO|CIC,Python|IoT|Sensors|Edge,8,20,95
607,1947057,Anand Balaji,CIC,2019,2023,Qualys,Software Engineer,3,1,Gurugram,1732206,Security,Pentesting,18,385,74,1,4,4.3,1,3,0,0,3,76,9,0,CIC|ECE,Python|Security|Blockchain,4,18,84
608,1912058,Ajay Iyer,IT,2019,2023,Infosys,Software Engineer,3,1,Chennai,2390687,System Administration,Linux,23,330,179,1,1,4.4,4,2,0,0,14,91,8,0,IT|CSM,Python|Kubernetes|Docker|AWS,12,14,87
609,1942059,Harish Swamy,CSM,2019,2023,Nvidia,Software Engineer,3,1,Pune,1638092,AI Research,Machine Learning,18,368,108,0,0,0.0,0,0,2,0,1,81,10,0,CSM|CSM,Python|ML|TensorFlow|PyTorch,8,0,86
